63117,59928,11014,25670,45897,1804,35054,12198,34484,44828
18697,59735,21838,34402,59254,19229,55751,59102,10149,62148
17261,40943,40366,58487,58379,22966,58459,34547,41721,27730
33118,37103,38743,58787,18454,40547,29294,30651,10484,9575
49348,5672,31413,19204,380,50641,10409,59482,46156,20557
57083,63416,61500,57357,55333,55867,51270,25333,33042,14453
58451,5599,53196,52691,24052,29196,17439,54702,39680,27014
39504,45352,58426,58707,45732,44520,4569,40667,26130,25126
33203,25000,22080,1559,17810,12866,57426,4534,38199,25921
18987,32103,31519,7636,20248,55570,36832,37686,45726,11966
153,20684,57318,58579,14844,38503,38552,19413,14623,136
44538,47825,25135,2072,49384,42945,14937,42263,47478,53136
3637,1919,20693,35156,9555,40940,26180,46386,14079,7360
58352,14232,28043,51123,8264,42887,25079,46816,62299,39702
46951,42291,22981,7540,44362,7818,50484,59299,50080,33416
47889,53717,35334,4035,24326,44888,44974,50506,26728,59053
57865,20533,8739,21362,7109,17002,64248,32188,63818,62000
7344,46223,39745,30324,53762,19561,38141,39700,14314,23675
8569,62202,12845,43902,1690,37171,24244,46664,23131,50971
41171,16450,6958,49909,37811,14066,2365,37512,46254,1637
34966,53597,47859,10165,19375,37075,29725,57515,12228,44038
16644,20797,41694,29489,43384,2114,24396,25501,25244,10821
2126,41693,17778,52035,14957,31844,54399,52469,13552,56036
22888,2602,39349,33052,21976,11877,62777,14945,24105,42269
31589,44902,19416,61077,45054,62799,63190,4904,23754,23888
15725,25879,1034,33502,13367,15991,800,3220,3913,14351
59255,26801,16953,34057,59853,38929,45934,58084,53873,5493
35806,20916,50394,55222,17446,30902,53474,16090,12682,39977
51530,38561,41011,20486,51928,57002,21285,55147,60914,35636
49856,23169,52588,19367,18476,26970,754,12013,16297,6246
47818,37212,56640,38493,54658,22995,27421,6201,58800,40103
46178,45783,14117,22642,1723,1498,15097,23008,56645,11465
58643,41955,34634,46685,61321,53109,9108,62075,575,25405
3775,48393,62617,60414,22339,52728,18862,49760,58929,13116
25316,40560,58899,39433,63202,60621,40931,13753,19082,33029
25217,13179,10437,59851,59863,7212,48413,4425,4740,48987
29830,8514,32834,27900,4382,55173,16081,23244,40386,10464
36359,1156,51023,30711,40588,49678,26786,16972,63431,45868
50001,24102,59046,60438,19406,54363,3103,3272,7843,52259
24070,16357,20546,51969,20738,11173,3504,43981,51558,13967
15794,52714,444,46504,28756,50122,8744,45727,49006,54611
31182,8561,49111,27073,27967,38927,30176,31238,33167,38018
18951,57237,54374,39497,44660,10565,50669,48163,54546,37681
62130,5793,25849,62574,52297,54604,48149,61040,35785,32609
51105,2420,41170,35669,29493,4590,10049,59668,35828,43215
33139,54778,35906,29729,16019,33531,15852,64182,23530,53533
61765,29323,14835,59793,17073,4892,43395,13566,40677,11458
124,43097,52627,35792,8043,57216,45841,3164,28497,24509
36303,18729,60415,59269,48457,11887,28253,64309,11522,51783
53295,8741,16559,3584,3987,33632,8476,47382,47197,49152
58839,47321,27702,46919,18567,35745,39588,64407,38908,3539
24370,10665,22267,20238,5387,6178,32125,33640,5940,43646
20876,59235,52387,37435,62819,56374,6520,6748,39209,55900
36492,19056,15874,55059,54800,55462,54920,29162,59000,14744
39826,16721,34982,45212,22898,2560,14305,28838,46206,35181
23527,34046,8070,21799,25874,14590,28547,536,3761,19900
34038,40253,38955,49912,30765,29209,40827,21138,58370,35281
35882,33649,52001,6317,10353,8876,28619,39190,55082,63800
62717,24582,7323,19969,50455,21912,48515,50991,25673,3
